date,residuals
2000-04-14,3.92
2000-04-28,0.07
2000-05-15,7.58
2000-05-29,0.07
2000-06-14,4.32
2000-06-28,2.68
2000-07-14,-1.08
2000-07-28,6.3
2000-08-14,0.18
2000-08-28,-6.36
2000-09-14,0.97
2000-09-28,1.15
2000-10-13,1.02
2000-10-28,2.86
2000-11-14,8.5
2000-11-28,1.39
2000-12-14,7.25
2000-12-28,-1.14
2001-01-15,2.89
2001-01-28,0.47
2001-01-29,3.43
2001-02-14,4.58
2001-02-28,0.15
2001-03-14,4.52
2001-03-28,1.11
2001-04-14,-0.39
2001-04-28,0.56
2001-05-14,8.32
2001-05-28,10.12
2001-06-14,10.51
2001-06-28,2.97
2001-07-14,1.04
2001-07-28,-0.22
2001-08-14,6.52
2001-08-28,4.54
2001-09-14,-0.8
2001-09-28,2.43
2001-10-15,-7.01
2001-10-27,-1.8
2001-12-14,-1.4
2001-12-28,-1.75
2002-01-14,-3.73
2002-01-28,3.57
2002-02-14,4.52
2002-02-28,6.37
2002-03-28,-6.13
2002-04-14,-4.98
2002-04-28,-0.36
2002-05-14,5.55
2002-05-28,6.1
2002-06-14,3.02
2002-06-28,2.12
2002-07-14,1.82
2002-07-28,2.26
2002-08-14,-3.52
2002-08-28,-7.61
2002-09-14,-1.07
2002-09-28,-0.94
2002-10-14,-7.52
2002-10-28,-12.23
2002-11-14,-3.81
2002-11-28,-5.74
2002-12-14,-8.05
2002-12-28,-5.43
2003-01-14,-5.64
2003-01-28,-0.61
2003-02-14,0.06
2003-02-28,-4.78
2003-03-14,-0.52
2003-03-28,1.92
2003-04-14,3.78
2003-04-28,2.29
2003-05-14,4.82
2003-05-28,-0.64
2003-06-14,7.53
2003-06-28,4.51
2003-07-14,5.35
2003-07-28,-0.29
2003-08-14,0.36
2003-08-28,-2.37
2003-09-14,-5.22
2003-09-28,-3.9
2003-10-14,-3.37
2003-10-28,-12.24
2003-11-14,-11.28
2003-11-28,-10.92
2003-12-15,-21.21
2003-12-28,-9.02
2004-01-14,-0.29
2004-01-28,-2.36
2004-02-14,0.1
2004-02-28,0.34
2004-03-15,-0.05
2004-03-27,-0.07
2004-04-14,1.28
2004-04-28,7.4
2004-05-14,4.58
2004-05-28,4.58
2004-06-14,0.2
2004-06-28,3.65
2004-07-14,1.13
2004-07-30,2.46
2004-08-14,-0.12
2004-08-28,2.22
2004-09-14,2.24
2004-09-28,1.75
2004-10-28,-2.1
2004-11-13,-6.52
2004-11-27,-2.87
2004-12-14,1.7
2004-12-28,-7.58
2005-01-14,-2.68
2005-01-28,-2.94
2005-02-14,-5.88
2005-02-28,-3.05
2005-03-14,5.48
2005-03-26,-0.2
2005-04-14,-0.18
2005-04-28,4.35
2005-05-14,4.94
2005-05-30,8.58
2005-06-14,5.85
2005-06-28,1.07
2005-07-14,5.3
2005-07-28,1.31
2005-08-13,7.6
2005-08-27,9.62
2005-09-14,9.53
2005-09-28,7.47
2005-10-14,-0.31
2005-10-28,1.12
2005-11-14,-1.91
2005-11-28,-3.75
